rowlabel,nadults,sex,age,yrsarea,cartot,quallife,walkdark,unoccl,pubeve,mottheft,motstole,cardamag,yrhotry,yrhostol,yrdeface,persthef,delibdam,delibvio,threviol2,sexattak,polatt1,polatt2,polatt3,polatt5,polatt6,polatt7,genhealt,cry2,relig3,tenure1,hominsur,persinc,inner,rural3,rubbcomm,vandcomm,accharm1,livharm1a,tenharm,struct3,agegrp7,ethgrp2a,illONS,educat3,remploya,h10sec6a,club3,ratpol3,emdiqu15x,confx
175184240,2,1,52,6,3,1,1,5,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,2,1,1,1,1,14,0,1,4,4,1,1,1,1,4,1,1,4,1,1,1,100,5,0.094234062
175355080,2,1,52,6,2,2,4,5,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,6,0,2,4,4,3,1,1,1,4,1,1,3,1,4,1,100,5,1.665469564
175655080,2,1,52,6,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,13,0,2,4,4,1,1,1,1,4,1,1,2,1,1,1,0,5,0.034567274
175886080,2,1,52,6,2,4,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,11,0,2,3,4,2,2,1,1,4,1,1,3,1,2,1,100,1,0.755415122
175939080,1,1,52,6,1,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,1,1,1,0,2,4,4,2,3,1,1,4,1,1,4,1,3,1,100,5,0.309032575
176076320,2,1,52,6,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,14,0,2,4,4,1,1,1,1,4,1,1,4,1,1,1,100,5,0.526950939
176172240,3,1,52,6,3,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,14,0,1,3,4,1,1,1,1,4,1,1,4,1,1,1,100,4,0.944621716
186240080,1,2,52,6,1,5,4,4,2,2,1,1,2,2,2,2,2,2,1,2,4,1,3,3,3,2,1,1,2,2,1,7,0,2,3,3,6,5,1,3,4,1,1,4,1,1,1,0,3,-0.565907494
186276240,2,1,52,6,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,3,1,2,2,1,14,0,2,4,4,1,1,1,2,4,1,1,3,1,1,1,0,5,0.095273566
186612320,2,1,52,6,4,2,3,6,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,1,1,2,1,1,14,0,1,4,4,1,1,1,1,4,1,1,4,1,1,1,0,5,-0.564689963
175038080,3,2,53,6,1,1,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,0,2,4,4,2,1,1,4,4,1,1,2,1,5,1,100,3,0.266492235
175119080,2,2,53,6,1,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,5,5,2,4,2,7,0,1,3,3,2,1,2,1,4,1,3,2,3,1,1,100,3,-0.440867971
175167160,2,1,53,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,5,0,2,2,2,2,1,2,1,4,1,1,1,1,5,1,0,2,0.266492235
175237320,2,2,53,6,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,5,2,2,1,9,0,1,4,4,3,1,1,1,4,1,1,3,1,2,1,100,3,1.465717151
175261240,1,1,53,6,2,2,1,6,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,1,2,5,2,12,0,2,4,4,2,5,3,1,4,1,1,4,1,1,2,100,5,-0.168126962
175591160,1,2,53,6,1,3,2,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,7,0,2,3,3,3,5,1,1,4,1,1,2,1,5,1,100,3,0.266492235
175660240,2,1,53,6,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,3,2,1,1,2,1,8,0,2,3,4,3,1,1,2,4,1,1,4,1,1,1,0,3,-1.10395135
176046240,3,1,53,6,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,4,3,4,1,2,2,1,8,0,2,2,3,3,1,1,1,4,1,3,2,1,4,1,0,3,-1.303703763
176116240,1,2,53,6,1,1,2,6,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,1,1,2,1,1,7,0,2,4,4,3,3,1,1,4,1,1,4,1,1,1,0,3,-0.608447834
176142320,3,1,53,6,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,1,1,2,1,14,0,1,4,4,1,1,1,1,4,1,1,4,1,5,1,100,4,-0.88707249
186252640,2,1,53,6,1,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,1,1,1,2,1,14,0,2,2,3,3,1,1,1,4,1,1,4,1,1,1,0,2,-0.643562207
186294160,1,1,53,6,1,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,4,1,3,0,1,4,4,6,5,3,1,4,1,1,2,1,1,1,100,2,1.665469564
186401160,3,1,53,6,1,1,1,5,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,7,4,2,1,13,0,2,4,4,3,1,1,2,4,3,1,4,1,1,1,100,2,1.42195928
186535160,1,2,53,6,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,1,1,1,1,12,1,2,4,4,2,5,1,3,4,1,1,4,1,1,1,0,3,-0.646682058
175214240,1,2,54,6,1,4,1,6,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,4,2,2,1,8,4,1,5,0,1,3,3,2,3,2,1,4,1,3,4,1,1,1,0,4,-0.823424374
175247160,3,2,54,6,3,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,2,4,1,7,0,1,4,4,2,2,3,2,4,1,1,4,1,2,1,100,3,-0.383103503
175249080,2,2,54,6,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,3,1,1,2,1,1,9,0,2,4,4,2,5,1,1,4,1,1,4,1,1,1,0,1,-1.09737072
175345160,2,2,54,6,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,5,0,2,4,4,2,4,1,1,4,1,1,4,1,5,1,100,3,1.447551199
175768160,3,1,54,6,1,2,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,11,0,2,3,3,2,1,1,1,4,1,1,4,1,1,1,100,5,0.266492235
175930160,2,2,54,6,1,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,0,2,4,4,6,5,1,1,4,2,1,4,1,1,1,100,4,0.266492235
175983320,4,2,54,6,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,3,7,6,4,2,2,0,2,1,2,3,4,2,1,4,4,3,1,3,6,1,100,1,0.493738886
176033240,2,2,54,6,1,4,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,2,1,14,0,2,4,4,2,1,1,2,4,1,1,4,1,2,1,0,5,-0.208943009
176185080,2,2,54,6,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,1,2,2,1,7,0,2,4,4,2,2,1,1,4,1,1,4,1,3,1,100,2,-0.394688825
175425240,3,2,55,6,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,7,5,1,1,5,1,2,3,3,2,5,1,1,5,5,2,4,3,2,1,0,2,-0.151178542
175489160,2,1,55,6,2,5,1,6,1,2,2,2,2,2,2,2,2,2,1,2,5,5,4,3,4,5,2,1,2,2,1,9,0,1,4,4,1,1,1,1,5,1,1,3,1,1,1,0,4,-2.993575858
175547160,1,1,55,6,1,3,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,1,10,0,2,3,3,3,3,1,1,5,2,1,2,1,1,1,100,3,0.283440656
175648160,1,2,55,6,2,10,3,6,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,7,4,2,1,2,0,1,4,4,1,4,1,1,5,3,1,5,1,3,1,100,5,1.42005696
175807320,2,2,55,6,4,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,1,2,1,1,6,0,1,4,4,2,1,1,4,5,1,2,2,3,1,1,0,3,-0.872026389
186280320,1,2,55,6,1,3,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,11,0,2,4,4,2,3,1,1,5,1,1,4,1,1,1,100,4,0.266492235
186467080,3,1,55,6,3,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,1,1,2,5,1,7,0,2,2,3,1,1,3,4,5,1,1,4,1,1,1,0,4,-1.087687718
186572240,1,1,55,6,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,5,0,2,3,3,1,5,1,1,5,1,1,3,1,3,1,100,4,1.205258447
186619240,3,1,55,6,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,2,1,8,0,2,3,4,2,1,1,1,5,1,1,4,1,3,1,100,2,0.048573871
175089080,2,2,56,6,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,2,2,1,14,0,1,4,4,3,1,1,1,5,1,2,4,3,1,1,0,4,-0.383103503
175140080,3,1,56,6,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,5,2,1,10,0,2,4,4,2,1,1,1,5,1,1,3,1,3,1,100,4,0.309032575
175671080,2,1,56,6,2,1,2,6,5,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,3,3,3,1,2,2,1,14,0,2,4,4,1,2,1,1,5,1,2,4,1,4,1,0,4,-0.872026389
176019160,2,2,56,6,1,10,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,14,0,1,4,4,2,1,1,1,5,1,1,4,1,4,1,100,2,1.665469564
176041160,2,1,56,6,2,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,2,3,1,2,2,1,11,0,2,4,4,2,1,1,2,5,1,2,3,2,1,1,0,2,-0.826366198
176064160,2,2,56,6,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,3,1,1,2,1,1,14,0,1,4,4,1,1,1,1,5,1,1,2,1,1,1,0,4,-0.828268518
176069080,2,1,56,6,2,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,1,3,1,2,1,14,0,1,3,3,2,2,1,1,5,1,1,4,1,1,1,0,4,-1.032699241
186268160,2,2,56,6,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,0,1,3,4,3,1,1,1,5,1,1,3,1,1,1,100,4,0.4844106
186323080,1,2,56,6,1,3,4,6,1,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,4,3,3,1,2,1,1,5,0,2,3,3,3,5,1,1,5,1,1,2,1,2,1,0,2,-1.296277796
186452240,2,2,56,6,2,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,7,0,1,3,4,1,1,1,1,5,1,1,4,1,1,1,100,4,0.266492235
175075240,2,1,57,6,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,3,3,2,1,2,2,1,13,0,2,3,4,1,1,1,1,5,1,1,3,1,4,1,0,3,0.067779327
175088240,2,2,57,6,2,7,1,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,6,1,2,1,14,0,1,4,4,1,1,1,2,5,1,1,4,3,1,1,0,4,-0.133012589
175223080,1,1,57,6,1,3,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,1,3,1,1,1,5,0,2,4,4,2,4,1,1,5,1,1,3,1,5,1,0,3,-0.408695422
175376320,2,2,57,6,5,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,3,2,1,2,1,1,7,0,1,4,4,1,1,1,1,5,1,1,2,1,2,1,0,2,-0.828268518
175630240,1,1,57,6,1,4,3,6,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,3,2,1,1,2,2,7,0,2,4,4,3,5,1,1,5,1,3,3,1,1,1,0,5,-1.074720625
175779320,1,2,57,6,1,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,4,2,2,1,1,2,1,1,4,0,2,3,3,2,6,1,1,5,1,1,2,1,2,1,100,2,-0.377740404
175361080,1,1,58,6,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,8,0,1,4,4,1,3,1,1,5,1,1,4,1,1,1,100,3,1.176546677
175657080,2,2,58,6,2,4,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,5,1,9,0,2,4,4,1,1,3,1,5,1,1,4,1,2,1,100,5,0.511904838
175729240,1,1,58,6,1,2,2,6,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,2,1,2,2,1,7,0,2,3,4,3,5,1,1,5,1,2,2,1,4,1,100,2,-0.88707249
176100240,2,2,58,6,1,3,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,1,11,0,2,3,4,3,5,1,1,5,5,1,4,1,1,1,100,3,0.266492235
176200320,2,1,58,6,2,4,1,6,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,14,0,1,4,4,1,1,1,1,5,1,1,3,1,1,1,100,3,0.266492235
186436080,1,1,58,6,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,1,1,2,2,2,0,2,4,4,2,6,1,1,5,1,3,3,3,1,1,100,5,0.988379587
175120080,3,2,59,6,2,1,1,6,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,10,0,2,4,4,2,3,1,4,5,1,1,4,1,1,1,100,5,1.665469564
175512240,2,1,59,6,3,7,2,5,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,1,2,1,1,5,0,1,4,4,1,1,1,1,5,1,3,3,1,3,1,0,2,-0.133012589
175659240,2,2,59,6,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,1,1,4,2,4,0,2,3,3,3,4,2,1,5,1,1,5,1,5,1,100,1,-0.684378254
175776080,2,2,59,6,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,2,1,2,5,0,2,4,4,3,1,1,4,5,1,1,2,3,1,1,100,4,0.251446134
176145240,3,1,59,6,4,4,3,5,1,2,2,2,2,2,2,2,2,2,2,2,5,3,3,2,5,4,3,1,2,1,1,14,0,1,4,4,1,2,1,1,5,1,2,4,1,1,1,0,5,-1.99774216
176153240,1,2,59,6,1,3,2,6,4,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,3,4,2,1,1,2,1,6,0,2,3,4,2,4,1,1,5,1,1,3,1,5,2,0,3,-0.577138101
176168160,2,2,59,6,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,7,0,1,4,4,1,1,1,1,5,1,1,4,1,1,1,0,5,0.066739823
176192320,2,2,59,6,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,5,0,1,4,4,1,2,1,1,5,1,1,1,1,5,1,100,4,0.744869304
186279240,2,1,59,6,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,1,1,1,1,4,0,2,4,4,2,1,1,2,5,1,1,4,3,1,1,0,5,-0.408695422
186297160,2,1,59,6,2,1,1,6,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,2,1,14,0,2,3,3,2,1,1,1,5,1,1,2,1,1,1,0,4,-1.132485093
186434240,2,2,59,6,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,1,6,0,2,3,3,1,1,1,4,5,1,1,2,3,1,1,100,5,0.066739823
175618080,2,2,60,6,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,1,2,2,1,2,0,2,4,4,3,1,1,4,5,1,1,2,3,2,1,0,1,0.127446115
175868160,2,1,60,6,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,14,0,1,4,4,1,2,1,4,5,1,1,3,1,1,1,100,5,0.066739823
175892240,2,1,60,6,0,5,2,6,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,3,2,1,1,1,2,1,10,0,2,4,4,3,1,1,4,5,1,1,4,1,2,1,100,4,-1.044284563
175974240,3,1,60,6,3,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,1,2,2,2,1,9,0,2,4,4,1,1,1,4,5,1,1,4,1,3,1,100,5,-0.165185138
176066320,2,1,60,6,2,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,1,2,1,1,13,0,2,4,4,1,1,1,4,5,1,1,3,1,1,1,100,4,-0.443809795
186242080,1,2,60,6,1,3,1,5,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,2,2,1,1,1,1,7,0,2,4,4,3,3,1,4,5,1,3,4,1,8,1,100,4,-0.84453215
186475160,3,2,60,6,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,7,4,1,1,5,0,2,4,3,1,1,1,4,5,3,1,5,3,3,1,100,4,0.972115955
175074160,2,1,61,6,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,9,0,2,4,4,3,1,1,4,5,1,1,1,1,3,1,0,4,0.772363542
175123160,2,2,61,6,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,3,1,1,1,1,13,0,1,4,4,1,1,1,4,5,1,3,4,3,1,1,0,5,-1.089944754
175584240,1,2,61,6,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,4,1,2,1,1,2,0,2,3,3,3,6,1,4,5,1,3,4,3,1,1,0,5,-0.165185138
175606160,2,2,61,6,2,8,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,8,0,2,3,3,1,1,1,4,5,1,1,4,1,3,1,100,3,0.266492235
175745160,2,2,61,6,2,3,1,5,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,3,1,2,2,1,10,0,1,4,4,3,1,1,4,5,1,1,2,1,2,1,100,3,0.095273566
175801320,2,2,61,6,3,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,0,1,2,3,1,1,1,1,5,1,1,3,1,3,1,100,3,0.266492235
186408160,1,2,61,6,1,1,1,6,3,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,2,1,1,1,2,2,1,7,0,2,3,4,6,5,1,4,5,1,1,4,1,1,1,100,2,0.75419759
186560640,2,1,61,6,2,5,2,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,4,0,2,4,4,2,1,1,4,5,1,1,1,1,2,1,0,5,0.266492235
175047080,2,1,62,6,1,8,3,6,2,2,2,2,2,2,2,2,2,2,2,2,5,3,3,3,4,4,1,1,2,2,1,8,0,2,3,4,2,3,1,4,5,1,1,2,1,2,1,0,3,-2.009327482
175878320,2,1,62,6,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,7,1,2,1,5,0,1,3,4,3,1,1,4,5,1,1,2,1,3,1,100,2,0.295025978
176027320,3,2,62,6,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,2,1,6,0,2,4,4,2,1,1,1,5,1,1,2,3,1,1,100,2,-0.454355613
186573240,2,1,62,6,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,1,1,1,2,0,1,3,3,3,1,1,4,5,1,1,3,1,3,1,0,4,-0.165185138
175303080,1,1,63,6,1,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,1,1,4,1,5,0,2,4,4,3,5,2,4,5,1,1,3,1,5,1,0,1,-0.626613786
175362080,1,2,63,6,1,7,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,7,0,2,4,4,1,6,1,4,5,1,1,4,1,4,1,100,4,0.510002518
175484320,1,1,63,6,1,3,1,6,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,3,2,2,1,2,1,1,2,0,2,4,4,1,3,1,4,5,1,1,3,3,4,1,0,5,0.113439518
175514160,2,2,63,6,2,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,9,0,1,4,4,2,2,1,4,5,1,1,3,1,4,1,100,2,1.215626238
175689160,2,1,63,6,3,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,2,7,2,2,1,14,0,2,4,4,3,1,1,4,5,4,1,4,1,3,1,0,5,-1.364410054
176012160,2,1,63,6,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,12,0,1,4,4,1,1,1,4,5,1,1,2,1,1,1,100,4,0.266492235
175341320,2,1,64,6,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,12,0,2,4,4,1,2,1,4,5,1,1,3,3,1,1,100,5,1.204040916
175461160,1,1,64,6,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,3,3,1,2,4,2,2,0,2,3,4,3,4,2,4,5,1,3,1,3,5,1,0,2,-0.346252644
175468160,3,1,64,6,1,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,4,4,1,2,4,1,4,1,2,3,3,2,1,3,4,5,1,3,4,3,2,1,100,1,-1.380839521
175535080,4,1,64,6,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,1,2,1,1,11,0,1,4,4,1,1,1,2,5,1,1,4,1,4,1,0,5,-0.426861374
175799080,1,2,64,6,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,1,1,3,0,2,3,3,2,5,1,4,5,1,3,4,1,1,1,100,4,0.034567274
175846160,2,1,64,6,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,2,1,1,3,0,2,4,4,2,1,1,4,5,1,3,2,3,2,1,0,2,0.802633771
176004240,1,1,64,6,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,2,4,1,11,0,1,4,4,2,3,3,4,5,1,1,5,1,1,1,100,4,1.201619641
175211320,2,1,65,6,2,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,1,14,0,2,4,4,1,1,1,4,6,1,1,4,1,1,1,100,5,-0.208943009
175493240,1,2,65,6,1,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,1,1,3,0,1,4,4,1,6,1,4,6,1,1,2,3,3,1,0,4,-0.165185138
175738240,1,2,65,6,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,0,2,4,4,3,5,2,4,6,1,1,5,3,2,1,0,3,0.266492235
175960320,3,2,65,6,3,5,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,10,0,2,3,3,2,5,1,4,6,1,1,1,1,5,1,100,5,0.266492235
176043080,1,1,65,6,1,3,2,5,1,2,2,1,2,2,2,2,2,2,1,2,4,1,1,1,4,3,3,1,2,1,1,4,0,2,3,3,2,5,1,4,6,1,3,2,3,1,1,0,4,-0.120387763
186477160,2,1,65,6,2,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,1,9,0,2,4,4,1,1,1,4,6,1,1,2,1,3,1,0,4,-0.165185138
175109400,2,1,66,6,2,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,3,5,3,2,1,2,1,1,14,0,2,3,3,1,1,1,4,6,1,1,4,1,1,1,0,3,-1.735381136
176024160,3,1,66,6,3,2,2,6,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,2,1,1,2,1,13,0,2,3,3,1,1,1,4,6,1,1,4,1,3,1,0,4,-0.884130666
186332160,1,2,66,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,2,3,1,2,4,1,3,0,2,4,4,3,6,2,4,6,1,3,1,3,5,1,0,3,-0.808200246
186352160,1,2,66,6,1,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,1,3,0,2,3,3,1,5,1,4,6,1,1,3,3,1,1,100,5,0.048573871
175348240,2,2,67,6,2,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,5,0,1,4,4,1,1,1,4,6,1,1,1,3,3,1,100,4,0.266492235
186409240,2,1,67,6,2,5,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,2,2,1,11,0,2,4,4,2,1,1,4,6,1,1,3,1,1,1,100,5,0.266492235
186433240,2,2,67,6,1,5,4,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,2,1,1,9,0,2,4,4,1,1,1,4,6,1,3,2,3,1,1,100,5,1.015873826
186463160,1,2,67,6,1,2,3,3,1,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,3,2,4,1,2,4,1,2,0,2,3,4,3,5,2,4,6,1,3,1,3,4,1,0,1,-0.364937551
186541240,2,2,67,6,1,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,6,0,2,3,4,3,2,1,4,6,1,1,4,3,1,1,100,2,0.972115955
175365080,2,1,68,6,2,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,5,5,3,1,1,1,1,11,0,2,4,4,1,1,1,4,6,1,3,4,3,1,1,0,4,-1.086648214
175380240,2,1,68,6,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,6,0,2,4,4,1,1,1,4,6,1,1,2,3,1,1,0,3,0.7438298
175502240,2,2,68,6,1,8,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,0,2,4,4,2,1,1,4,6,1,1,1,3,5,1,100,3,0.266492235
176137080,1,2,68,6,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,4,1,4,0,2,3,3,5,6,2,4,6,1,3,2,3,6,1,100,2,0.526950939
