SEX,ECONOMIC,NS-SEC,Tenture,Internet,NPH,NAH,NCH,GFR,INCOME,GWHI,TWE
Female,Part-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,other source,609,891
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,South West,earnings,209,295
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,379,292
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,630,616
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,1185,1175
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,558,444
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,942,676
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,970,643
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,328,430
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,573,745
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,785
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,484,444
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,other source,815,472
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,1037,360
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1011,1142
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,661,654
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,394,324
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,645
Male,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,South West,other source,309,232
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,earnings,534,629
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,527,321
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,577,284
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,1185,1175
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,678,711
Female,Economically inactive,Routine and manual occupations,Owned,Yes,2,2,0,South West,other source,119,242
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,395,346
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,942,754
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,South West,other source,298,267
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,592,323
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,652,513
Female,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,887,692
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,360,275
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,743,238
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,555,437
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,778
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,790
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,893,592
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,652,471
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,1185,719
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,628,274
Male,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,South West,earnings,511,358
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,362
Female,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,other source,179,389
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,1034,730
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,1175
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,555,423
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,767,509
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,549,386
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,South West,earnings,1185,725
Male,Full-time working,Intermediate occupations,Public rented,Yes,2,2,0,South West,other source,185,670
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,1004
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,892,441
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,846,235
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,451,775
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,South West,other source,333,124
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,344,259
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,other source,705,716
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,814,705
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,529,521
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,933,711
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,473,509
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,1131
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,South West,other source,501,428
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,1185,966
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,South West,earnings,500,659
Female,Economically inactive,Routine and manual occupations,Public rented,Yes,2,2,0,South West,other source,192,317
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,568
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,739,458
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,1175
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,505,514
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,1153,671
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,539,709
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,453,404
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1089,776
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,499,330
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,819,1004
Male,Part-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,1185,612
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,948,344
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,684,616
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,606,403
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,earnings,786,408
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,580,802
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,752,434
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,656,664
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,245,111
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1178,636
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,367,489
Male,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,2,2,0,South West,earnings,577,544
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,719,792
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,443,439
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,252,250
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,734
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,600
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,622,382
Female,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,993,788
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,500,390
Male,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,other source,643,566
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,796,420
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,620,232
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,766,661
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1002,817
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,South West,earnings,759,284
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,South West,earnings,777,1001
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,838,452
Female,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,South West,earnings,760,539
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,265,410
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,394,461
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,599,498
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,690,707
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,640
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,287,383
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,318,244
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,560,331
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,358,308
Male,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,South West,other source,406,388
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,752,613
Female,Part-time working,Routine and manual occupations,Private rented,Yes,2,2,0,South West,earnings,127,295
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,760,375
Female,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,2,2,0,South West,earnings,412,358
Male,Full-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,2,2,0,South West,earnings,485,400
Female,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,776,396
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,387,688
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,380,124
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,South West,other source,325,269
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,327,517
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,637,658
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,earnings,1006,753
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,356,436
Male,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,other source,794,555
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1185,954
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,440,438
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,780,1175
Male,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,South West,earnings,617,403
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,920,997
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,943,482
Female,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,South West,earnings,418,241
Female,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,other source,382,981
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,395,110
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,500,275
Male,Full-time working,Intermediate occupations,Private rented,Yes,2,2,0,South West,earnings,263,406
Female,Full-time working,Intermediate occupations,Private rented,Yes,2,2,0,South West,earnings,475,427
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,1065,555
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,735,487
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,South West,earnings,672,603
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,563,340
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,674,714
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,earnings,781,436
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,438,983
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,527,626
Female,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,South West,earnings,326,244
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,1137,371
Female,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,South West,earnings,1049,825
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,619,215
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,951,635
Male,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,South West,earnings,812,448
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,392,378
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,earnings,784,709
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,645,364
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,721,672
Male,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,South West,other source,760,472
Male,Unemployed and work related Government Training Programmes,Intermediate occupations,Owned,Yes,2,2,0,South West,earnings,92,356
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,South West,other source,341,242
Male,Full-time working,Intermediate occupations,Private rented,Yes,2,2,0,South West,earnings,403,661
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,763,799
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,South West,other source,469,951
Male,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,South West,earnings,488,431
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,South West,other source,653,436
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1118,660
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,990,560
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1185,829
Female,Part-time working,Routine and manual occupations,Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,371,428
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,342,280
Male,Economically inactive,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,475,136
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,408,214
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,577,382
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,412
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,284,335
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,412,463
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,339,315
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,568,483
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,643,237
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,575,201
Male,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,444,608
Female,Full-time working,Intermediate occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,700,635
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,969,766
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,523
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,229,247
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1132,524
Male,Economically inactive,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,271,684
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1185,725
Female,Full-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,1096,736
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,585,377
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,334,347
Female,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,119,246
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,886,389
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,625,595
Female,Part-time working,Routine and manual occupations,Public rented,No,2,2,0,Yorkshire and the Humber,earnings,652,548
Female,Economically inactive,Routine and manual occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,other source,238,131
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,258,171
Male,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Yorkshire and the Humber,other source,392,237
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,387,286
Female,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,373,269
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,975,603
Female,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Yorkshire and the Humber,other source,297,124
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,331,940
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,965
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,274,208
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,863
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,256,469
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,692,652
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,482,298
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,948,789
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1039,421
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,250,419
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,581,1175
Female,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,670,368
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1090,417
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,842,371
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,563,569
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,492,525
Male,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Yorkshire and the Humber,other source,204,143
Male,Economically inactive,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,237,128
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,453,316
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1120,281
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,812,535
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,791,442
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,262,272
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,528,323
Female,Economically inactive,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,744,544
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,934
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,763,503
Male,Full-time working,Routine and manual occupations,Owned,No,2,2,0,Yorkshire and the Humber,other source,437,377
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,359,121
Female,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,241,242
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,567,185
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,484,410
Female,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,495,219
Male,Full-time working,Intermediate occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,600,185
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,1175
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,387,319
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,647,456
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,675
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,877,498
Female,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,530,483
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,308,447
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,490,181
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,889,305
Male,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,122,223
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,454,267
Female,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,474,230
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,765,276
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,832
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,479,351
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,322,361
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,602,329
Male,Full-time working,Intermediate occupations,Owned,No,2,2,0,Yorkshire and the Humber,other source,314,393
Male,Full-time working,Intermediate occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,415,687
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,523,633
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,289,317
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,480
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1076,621
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,728,513
Male,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,357,314
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,628,468
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,494,382
Female,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,122,181
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,268,555
Male,Economically inactive,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,630,752
Female,Part-time working,Routine and manual occupations,Public rented,Yes,2,2,0,Yorkshire and the Humber,earnings,520,608
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,382,191
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,369,217
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Yorkshire and the Humber,other source,262,331
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,637
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,673
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,533,214
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,505,415
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,460,396
Female,Full-time working,Routine and manual occupations,Public rented,No,2,2,0,Yorkshire and the Humber,earnings,519,334
